编号,年龄,性别,学历,国家,日均上网时长(小时),是否影响学业,日均睡眠(小时),心理健康评分,感情状况,社交媒体冲突次数,网络成瘾评分,平台_Facebook,平台_Instagram,平台_KakaoTalk,平台_LINE,平台_LinkedIn,平台_Snapchat,平台_TikTok,平台_Twitter,平台_VKontakte,平台_WeChat,平台_WhatsApp,平台_YouTube,网络成瘾_正向,网络使用深度得分,学习状态得分,身心健康得分
691,21,0,Undergraduate,Denmark,4.6,0,7.3,7,1,2,5,False,False,False,False,False,False,False,True,False,False,False,False,5,2.3571428571428568,5,3.0086206896551726
692,24,1,Graduate,Ireland,5.9,1,6.5,6,0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,3,2.5238095238095237,0,2.163793103448276
693,19,0,Undergraduate,India,7.0,1,5.8,4,0,5,9,False,False,False,False,False,False,True,False,False,False,False,False,1,2.9761904761904763,0,0.8620689655172414
694,22,1,Graduate,Switzerland,4.5,0,7.3,7,1,2,5,True,False,False,False,False,False,False,False,False,False,False,False,5,2.333333333333333,5,3.0086206896551726
695,20,0,Undergraduate,Turkey,6.6,1,6.1,5,0,4,8,False,True,False,False,False,False,False,False,False,False,False,False,2,2.785714285714285,0,1.4913793103448274
696,23,1,Graduate,USA,5.5,1,6.7,6,1,3,7,False,False,False,False,False,False,False,True,False,False,False,False,3,2.428571428571428,0,2.2500000000000004
697,21,0,Undergraduate,Mexico,6.3,1,6.2,5,0,4,8,False,False,False,False,False,False,True,False,False,False,False,False,2,2.714285714285714,0,1.53448275862069
698,24,1,Graduate,France,4.8,0,7.1,7,1,2,5,True,False,False,False,False,False,False,False,False,False,False,False,5,2.4047619047619047,5,2.9224137931034484
699,19,0,Undergraduate,Canada,5.7,1,6.6,6,0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,3,2.4761904761904763,0,2.206896551724138
700,22,1,Graduate,UK,6.2,1,6.3,5,0,4,8,False,False,False,False,False,False,False,True,False,False,False,False,2,2.6904761904761902,0,1.5775862068965518
701,20,0,Undergraduate,Italy,4.7,0,7.2,7,1,2,5,False,False,False,False,False,False,True,False,False,False,False,False,5,2.380952380952381,5,2.9655172413793105
702,23,1,Graduate,Russia,6.8,1,5.9,4,0,5,9,False,True,False,False,False,False,False,False,False,False,False,False,1,2.928571428571429,0,0.9051724137931038
703,21,0,Undergraduate,China,5.6,1,6.7,6,1,3,7,False,False,False,False,False,False,False,False,False,True,False,False,3,2.4523809523809517,0,2.2500000000000004
704,24,1,Graduate,Japan,4.3,0,7.5,8,0,2,4,False,False,False,False,False,False,False,True,False,False,False,False,6,2.5238095238095237,5,3.594827586206897
705,19,0,Undergraduate,Poland,6.2,1,6.3,5,0,4,8,True,False,False,False,False,False,False,False,False,False,False,False,2,2.6904761904761902,0,1.5775862068965518
